@relation JobOffersTFIDF

@attribute versioning:0 numeric
@attribute 02476 numeric
@attribute définition:0 numeric
@attribute 00895 numeric
@attribute frameworks:0 numeric
@attribute 01852 numeric
@attribute logicielles:0 numeric
@attribute 01280 numeric
@attribute assurer:0 numeric
@attribute 00693 numeric
@attribute collaborer:0 numeric
@attribute 02111 numeric
@attribute skills:0 numeric
@attribute 01164 numeric
@attribute développer:0 numeric
@attribute 00549 numeric
@attribute linitiative:0 numeric
@attribute 01993 numeric
@attribute java:0 numeric
@attribute 08390 numeric
@attribute des:0 numeric
@attribute 00834 numeric
@attribute kanban:0 numeric
@attribute 03774 numeric
@attribute développeurs:0 numeric
@attribute 02212 numeric
@attribute lécrit:0 numeric
@attribute 01385 numeric
@attribute les:0 numeric
@attribute 01210 numeric
@attribute environnement:0 numeric
@attribute 01073 numeric
@attribute soft:0 numeric
@attribute 02090 numeric
@attribute vous:0 numeric
@attribute 00435 numeric
@attribute identifier:0 numeric
@attribute 00738 numeric
@attribute produit:0 numeric
@attribute 00854 numeric
@attribute capacités:0 numeric
@attribute 00592 numeric
@attribute documentation:0 numeric
@attribute 00804 numeric
@attribute dans:0 numeric
@attribute 00350 numeric
@attribute version:0 numeric
@attribute 02312 numeric
@attribute multidisciplinaires:0 numeric
@attribute 01202 numeric
@attribute nosql:0 numeric
@attribute 02341 numeric
@attribute senior:0 numeric
@attribute 00982 numeric
@attribute standards:0 numeric
@attribute 00778 numeric
@attribute planning:0 numeric
@attribute 00841 numeric
@attribute développement:0 numeric
@attribute 02758 numeric
@attribute cassandra:0 numeric
@attribute 01432 numeric
@attribute 6:0 numeric
@attribute 00838 numeric
@attribute conception:0 numeric
@attribute 02020 numeric
@attribute 8:0 numeric
@attribute 01699 numeric
@attribute équipe:0 numeric
@attribute 01292 numeric
@attribute agile:0 numeric
@attribute 02264 numeric
@attribute logicielle:0 numeric
@attribute 01143 numeric
@attribute complexes:0 numeric
@attribute 02413 numeric
@attribute excellentes:0 numeric
@attribute 00534 numeric
@attribute pratiques:0 numeric
@attribute 02191 numeric
@attribute innovantes:0 numeric
@attribute 01054 numeric
@attribute quingénieur:0 numeric
@attribute 01171 numeric
@attribute hibernate:0 numeric
@attribute 03512 numeric
@attribute loptimisation:0 numeric
@attribute 01937 numeric
@attribute autonomie:0 numeric
@attribute 01462 numeric
@attribute bases:0 numeric
@attribute 03151 numeric
@attribute sur:0 numeric
@attribute 00950 numeric
@attribute connaissance:0 numeric
@attribute 00656 numeric
@attribute agiles:0 numeric
@attribute 01130 numeric
@attribute travail:0 numeric
@attribute 01620 numeric
@attribute phases:0 numeric
@attribute 01054_1 numeric
@attribute architecture:0 numeric
@attribute 00845 numeric
@attribute scalables:0 numeric
@attribute 01606 numeric
@attribute équipes:0 numeric
@attribute 02009 numeric
@attribute supérieure:0 numeric
@attribute 01742 numeric
@attribute svn:0 numeric
@attribute 02516 numeric
@attribute recherche:0 numeric
@attribute 00434 numeric
@attribute données:0 numeric
@attribute 02156 numeric
@attribute expérience:0 numeric
@attribute 00920 numeric
@attribute la:0 numeric
@attribute 00389 numeric
@attribute maîtrise:0 numeric
@attribute 01487 numeric
@attribute missions:0 numeric
@attribute 00238 numeric
@attribute collaboration:0 numeric
@attribute 00644 numeric
@attribute le:0 numeric
@attribute 00100 numeric
@attribute minimum:0 numeric
@attribute 00328 numeric
@attribute compétences:0 numeric
@attribute 00664 numeric
@attribute comme:0 numeric
@attribute 01315 numeric
@attribute de:0 numeric
@attribute 00814 numeric
@attribute langlais:0 numeric
@attribute 01261 numeric
@attribute documents:0 numeric
@attribute 00778_2 numeric
@attribute sprint:0 numeric
@attribute 01360 numeric
@attribute problèmes:0 numeric
@attribute 00579 numeric
@attribute rédiger:0 numeric
@attribute 00834_3 numeric
@attribute performantes:0 numeric
@attribute 01360_4 numeric
@attribute dapplications:0 numeric
@attribute 01045 numeric
@attribute garantir:0 numeric
@attribute 01381 numeric
@attribute spring:0 numeric
@attribute 02090_5 numeric
@attribute du:0 numeric
@attribute 00652 numeric
@attribute serez:0 numeric
@attribute 01120 numeric
@attribute succès:0 numeric
@attribute 00949 numeric
@attribute optimisation:0 numeric
@attribute 01012 numeric
@attribute guider:0 numeric
@attribute 01360_6 numeric
@attribute etc:0 numeric
@attribute 03090 numeric
@attribute continue:0 numeric
@attribute 00730 numeric
@attribute solide:0 numeric
@attribute 01557 numeric
@attribute participer:0 numeric
@attribute 01150 numeric
@attribute un:0 numeric
@attribute 00247 numeric
@attribute mysql:0 numeric
@attribute 02830 numeric
@attribute poste:0 numeric
@attribute 00174 numeric
@attribute loral:0 numeric
@attribute 01385_7 numeric
@attribute international:0 numeric
@attribute 01569 numeric
@attribute communication:0 numeric
@attribute 00651 numeric
@attribute passion:0 numeric
@attribute 00956 numeric
@attribute dexpérience:0 numeric
@attribute 00506 numeric
@attribute bonne:0 numeric
@attribute 00345 numeric
@attribute sens:0 numeric
@attribute 00584 numeric
@attribute oracle:0 numeric
@attribute 02812 numeric
@attribute profil:0 numeric
@attribute 00113 numeric
@attribute solutions:0 numeric
@attribute 01019 numeric
@attribute rigueur:0 numeric
@attribute 01118 numeric
@attribute en:0 numeric
@attribute 00524 numeric
@attribute et:0 numeric
@attribute 00880 numeric
@attribute technologies:0 numeric
@attribute 00617 numeric
@attribute bonnes:0 numeric
@attribute 00592_8 numeric
@attribute outils:0 numeric
@attribute 00617_9 numeric
@attribute léquipe:0 numeric
@attribute 00673 numeric
@attribute langage:0 numeric
@attribute 02039 numeric
@attribute mentorat:0 numeric
@attribute 01432_10 numeric
@attribute techniques:0 numeric
@attribute 00965 numeric
@attribute projets:0 numeric
@attribute 02197 numeric
@attribute résoudre:0 numeric
@attribute 00741 numeric
@attribute scrum:0 numeric
@attribute 02946 numeric
@attribute concevoir:0 numeric
@attribute 00871 numeric
@attribute développées:0 numeric
@attribute 01394 numeric
@attribute codage:0 numeric
@attribute 01219 numeric
@attribute avec:0 numeric
@attribute 01928 numeric
@attribute qualité:0 numeric
@attribute 00332 numeric
@attribute code:0 numeric
@attribute 00804_11 numeric
@attribute distance:0 numeric
@attribute 02285 numeric
@attribute tant:0 numeric
@attribute 00382 numeric
@attribute production:0 numeric
@attribute 00530 numeric
@attribute aux:0 numeric
@attribute 00334 numeric
@attribute maintenir:0 numeric
@attribute 00758 numeric
@attribute technique:0 numeric
@attribute 01118_12 numeric
@attribute descriptif:0 numeric
@attribute 00781 numeric
@attribute interviendrez:0 numeric
@attribute 01330 numeric
@attribute toutes:0 numeric
@attribute 00858 numeric
@attribute autres:0 numeric
@attribute 00720 numeric
@attribute sql:0 numeric
@attribute 01532 numeric
@attribute langues:0 numeric
@attribute 00876 numeric
@attribute juniors:0 numeric
@attribute 01304 numeric
@attribute git:0 numeric
@attribute 01820 numeric
@attribute montée:0 numeric
@attribute 01258 numeric
@attribute postgresql:0 numeric
@attribute 03084 numeric
@attribute mise:0 numeric
@attribute 00525 numeric
@attribute mongodb:0 numeric
@attribute 03389 numeric
@attribute à:0 numeric
@attribute 00582 numeric
@attribute responsable:0 numeric
@attribute 00463 numeric
@attribute initiative:0 numeric
@attribute 00614 numeric
@attribute robustes:0 numeric
@attribute 01304_13 numeric
@attribute ou:0 numeric
@attribute 00362 numeric
@attribute ans:0 numeric
@attribute 00202 numeric
@attribute pour:0 numeric
@attribute 00625 numeric
@attribute recherché:0 numeric
@attribute 00117 numeric
@attribute larchitecture:0 numeric
@attribute 01054_14 numeric
@attribute une:0 numeric
@attribute 00439 numeric
@attribute accompagner:0 numeric
@attribute 00798 numeric
@attribute performance:0 numeric
@attribute 01178 numeric
@attribute anglais:0 numeric
@attribute 00411 numeric
@attribute impliqué:0 numeric
@attribute 01330_15 numeric
@attribute rituels:0 numeric
@attribute 01534 numeric
@attribute respectant:0 numeric
@attribute 00975 numeric
@attribute travailler:0 numeric
@attribute 00803 numeric
@attribute maintenance:0 numeric
@attribute 00513 numeric
@attribute applications:0 numeric
@attribute 01493 numeric
@attribute Cluster numeric

@data
0,887,0,3524,0,4040,0,5345,0,6465,0,3494,0,4701,0,2992,0,2427,0,3595,0,1348,0,9314,0,6093,0,4483,0,3557,0,8758,0,1882,0,1233,0,520,0,2850,0,478,0,654,0,2496,0,5516,0,1963,0,4443,0,5910,0,5354,0,3844,0,3544,0,6230,0,4054,0,2744,0,5079,0,3381,0,793,0,6859,0,13499,0,1099,0,681,0,4678,0,2112,0,1279,0,3192,0,627,0,353,0,4485,0,1786,0,3294,0,4566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,3426,0,1310,0,2779,0,6801,0,9632,0,583,0,233,0,9193,0,2932,0,2571,0,5626,0,2913,0,3222,0,3918,0,3020,0,5295,0,506,0,1433,0,5000,0,3728,0,783,0,1252,0,1901,0,3290,0,4361,0,3931,0,2907,0,3552,0,2353,0,8437,0,1117,0,3290,0,2465,0,2095,0,4166,0,1962,0,4736,0,3481,0,325,0,3481,0,809,0,902,0,524,0,5813,0,654,0,1655,0,514,0,4000,0,1065,0,1537,0,1465,0,6853,0,1981,0,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,5740,0,199,0,9347,0,6918,0,4884,0,5740,0,319,0,757,0,1063,0,6057,0,5104,0,692,0,3709,0,5887,0,584,0,3200,0,5813,0,1836,0,536,0,245,0,10460,0,7360,0,14522,0,4309,0,9050,0,1529,0,3081,0,7126,0,5280,0,6400,0,6243,0,5478,0,891,0,9050,0,1108,0,765,0,718,0,9768,0,4488,0,2657,0,4367,0,7466,0,7984,0,1133,0,704,0,397,0,1459,0,612,0,2104,0,2006,0,10115,0,3935,0,6771,0,2902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,249,0,5871,0,8746,0,10409,0,6534,0,1326,0,2184,0,9797,0,6005,0,4538,0,798,0,2625,0,2667,0,5018,0,1892,0,3300,0,772,0,6538,0,1662,0,832,0,1938,0,6080,0,2236,0,5205,0,865,0,547,0,9333,0,1000,0,19613,0,13075,0,3316,0,459,0,4000,0,12295,0,1378,0,1300,0,4443,0,4738,0,3334,0,6030,0,963,0,1793,0,6534,0,3884,0,2899,0,16970,0,3565,0,2399,0,835,0,5657,0,3462,0,772,0,478,0,897,0,8647,0,5333,0,496,0,912,0,9076,0,1254,0,2667,0,1695,0,9797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1849,0,720,0,4302,0,3304,0,6471,0,1380,0,7858,0,2782,0,5508,0,5729,0,3645,0,3852,0,3828,0,5767,0,3628,0,1441,0,1152,0,3178,0,2238,0,557,0,18886,0,402,0,1908,0,625,0,7518,0,8171,0,18886,0,527,0,648,0,2889,0,484,0,5088,0,1023,0,221,0,6402,0,5636,0,3413,0,3722,0,6051,0,1075,0,2740,0,4355,0,18153,0,9783,0,4219,0,16961,0,7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,546,0,6000,0,11395,0,3364,0,5400,0,2054,0,10217,0,6192,0,6192,0,437,0,1865,0,6730,0,4526,0,422,0,1455,0,4787,0,2733,0,1446,0,4516,0,5187,0,474,0,2700,0,4541,0,4684,0,599,0,1256,0,367,0,503,0,1918,0,1754,0,6427,0,6000,0,3414,0,1392,0,2144,0,4175,0,2954,0,6730,0,3525,0,4149,0,4175,0,4306,0,12385,0,3476,0,1326,0,1375,0,2438,0,2438,0,2685,0,7157,0,2865,0,3461,0,5839,0,3772,0,758,0,1571,0,491,0,4733,0,1226,0,4733,0,4272,0,482,0,543,0,1561,0,2755,0,2531,0,4844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
0,682,0,2507,0,2665,0,4500,0,1043,0,3026,0,1652,0,5356,0,4257,0,2785,0,3273,0,5160,0,455,0,364,0,1554,0,5608,0,2773,0,1886,0,704,0,1212,0,3901,0,3989,0,3037,0,2131,0,2154,0,1882,0,395,0,2250,0,3784,0,1119,0,499,0,912,0,917,0,419,0,2067,0,1599,0,1375,0,5356,0,5000,0,2845,0,2587,0,5000,0,1160,0,1787,0,3479,0,2462,0,5608,0,3358,0,5876,0,3457,0,10321,0,1924,0,878,0,2897,0,2952,0,3253,0,1105,0,1146,0,2032,0,4257,0,2237,0,1833,0,2433,0,1581,0,1572,0,4748,0,1264,0,873,0,409,0,3822,0,1292,0,3195,0,3560,0,402,0,3822,0,905,0,832,0,2449,0,1396,0,1301,0,2296,0,2109,0,1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,1426,0,2161,0,3705,0,2478,0,1870,0,644,0,3327,0,376,0,3484,0,965,0,1452,0,622,0,4905,0,2645,0,2624,0,2194,0,2886,0,5932,0,3013,0,1852,0,95,0,616,0,454,0,1479,0,390,0,2398,0,461,0,2607,0,1709,0,880,0,1410,0,3327,0,2135,0,687,0,1852,0,3195,0,1169,0,2267,0,2073,0,2690,0,1709,0,3327,0,1521,0,1930,0,3633,0,1410,0,1059,0,1410,0,2450,0,1475,0,803,0,1169,0,1930,0,984,0,538,0,1193,0,1792,0,2508,0,792,0,1239,0,812,0,1553,0,1286,0,2097,0,2115,0,3705,0,1131,0,2174,0,2424,0,1398,0,3446,0,1072,0,749,0,3168,0,123,0,207,0,283,0,1702,0,1097,0,867,0,1338,0,1409,0,742,0,763,0,2212,0,2092,0,1675,0,953,0,3327,0,2572,0,2086,0,1881,0,360,0,3093,0,2398,0,1149,0,2729,0,1286,0,273,0,1563,0,3484,0,2033,0,4242,0,2130,0,79,0,2685,0,271,0,127,0,917,0,1428,0,2572,0,1364,0,1310,0,2248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,2628,0,753,0,1970,0,457,0,5287,0,665,0,1453,0,669,0,2719,0,1007,0,1236,0,7485,0,1510,0,1071,0,1555,0,1589,0,1738,0,4144,0,1986,0,592,0,579,0,1285,0,549,0,2664,0,404,0,348,0,1026,0,711,0,328,0,879,0,1260,0,650,0,936,0,729,0,1428,0,4582,0,3056,0,1411,0,1986,0,1019,0,3104,0,1037,0,2136,0,1475,0,612,0,634,0,1104,0,1196,0,1970,0,2392,0,5980,0,585,0,1596,0,1941,0,1178,0,6016,0,1887,0,1940,0,1047,0,894,0,2692,0,222,0,1215,0,564,0,479,0,230,0,1868,0,193,0,884,0,841,0,642,0,458,0,1338,0,2955,0,723,0,1911,0,289,0,639,0,7263,0,126,0,977,0,1270,0,2208,0,663,0,995,0,706,0,2222,0,597,0,168,0,419,0,1846,0,859,0,667,0,282,0,1768,0,2462,0,2519,0,720,0,138,0,850,0,596,0,572,0,4656,0,1193,0,1553,0,2019,0,2183,0,864,0,817,0,1800,0,929,0,1490,0,1314,0,1017,0,777,0,1292,0,942,0,1464,0,2431,0,1178,0,1846,0,1236,0,3795,0,1100,0,1970,0,798,0,507,0,780,0,428,0,422,0,2767,0,1207,0,3315,0,283,0,524,0,569,0,776,0,720,0,1823,0,5049,0,578,0,2163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
0,7992,0,2145,0,3080,0,5666,0,2623,0,3996,0,1701,0,4343,0,8499,0,8499,0,1620,0,4249,0,4995,0,3634,0,3184,0,7353,0,10797,0,4957,0,281,0,1511,0,3340,0,2377,0,1728,0,5135,0,1936,0,3677,0,12393,0,1139,0,2045,0,2263,0,2238,0,2671,0,2461,0,5824,0,2968,0,7632,0,2536,0,4311,0,7632,0,2263,0,2635,0,3309,0,2696,0,3677,0,2250,0,7632,0,13866,0,2443,0,6766,0,1798,0,14212,0,8499,0,6733,0,965,0,3402,0,8499,0,3996,0,4564,0,2250,0,2671,0,19304,0,7693,0,3677,0,3490,0,4852,0,4852,0,4249,0,292,0,3381,0,5411,0,5752,0,4311,0,2912,0,3677,0,5073,0,4067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,731,0,3858,0,1252,0,1289,0,959,0,2972,0,5576,0,6494,0,1790,0,5774,0,1798,0,9741,0,3909,0,502,0,2237,0,971,0,1854,0,2091,0,3067,0,2413,0,698,0,1757,0,3513,0,363,0,1224,0,562,0,642,0,5483,0,5156,0,682,0,6304,0,3222,0,1856,0,2972,0,3299,0,1073,0,3355,0,1715,0,3273,0,1227,0,3067,0,2990,0,3479,0,9848,0,6754,0,4284,0,2498,0,3711,0,2202,0,467,0,2973,0,647,0,376,0,470,0,594,0,1434,0,738,0,5225,0,416,0,6206,0,2251,0,642,0,7267,0,2577,0,4938,0,1346,0,1052,0,2844,0,2266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,2805,0,873,0,828,0,2728,0,6753,0,1182,0,1825,0,918,0,1040,0,716,0,1611,0,7883,0,897,0,1259,0,1129,0,233,0,1329,0,1774,0,661,0,4612,0,98,0,1084,0,2384,0,472,0,660,0,4466,0,1410,0,2547,0,701,0,1246,0,6378,0,6278,0,1590,0,690,0,670,0,788,0,4471,0,1921,0,1735,0,4303,0,905,0,1865,0,2740,0,1857,0,373,0,2689,0,1752,0,515,0,242,0,5362,0,4557,0,2414,0,2538,0,2289,0,5199,0,237,0,1070,0,2044,0,1443,0,1574,0,769,0,1265,0,913,0,2467,0,2384,0,5957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
0,432,0,8574,0,6561,0,2156,0,2587,0,8345,0,4699,0,1669,0,3559,0,14988,0,7765,0,5720,0,2574,0,820,0,669,0,2303,0,4321,0,6298,0,1448,0,2290,0,1500,0,632,0,778,0,8880,0,21312,0,1734,0,12595,0,1989,0,11059,0,971,0,6180,0,29976,0,1526,0,9021,0,1580,0,663,0,9623,0,8015,0,4263,0,3144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
0,7374,0,10624,0,19980,0,7824,0,3757,0,10624,0,11381,0,15398,0,5982,0,10624,0,1565,0,10227,0,6807,0,9990,0,6445,0,14475,0,5759,0,3230,0,10100,0,9192,0,7960,0,9540,0,8666,0,6677,0,4051,0,6291,0,5417,0,12583,0,10466,0,9990,0,10123,0,703,0,5503,0,9990,0,7824,0,729,0,6291,0,1625,0,10624,0,10145,0,2622,0,8457,0,10624,0,8666,0,8109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
